measurement_date	query_text	request_id	rank	domain	result_type	title	url
2026-08-26	подвеска на зеркало в машину	search-f667a06f-56ba-4ba3-8c7b-c353ee83fccc	3	www.avito.ru	marketplace	подвеска в авто на зеркало - Автоаксессуары во всех регионах...	https://www.avito.ru/all/zapchasti_i_aksessuary/zapchasti_i_aksessuary/aksessuary-ASgBAgICAUQKnk0?q=%D0%BF%D0%BE%D0%B4%D0%B2%D0%B5%D1%81%D0%BA%D0%B0+%D0%B2+%D0%B0%D0%B2%D1%82%D0%BE+%D0%BD%D0%B0+%D0%B7%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D0%BE
2026-08-26	подвеска на зеркало в машину	search-f667a06f-56ba-4ba3-8c7b-c353ee83fccc	4	aliexpress.ru	marketplace	Подвески на зеркало заднего вида автомобиля... | AliExpress	https://aliexpress.ru/popular/%D0%BF%D0%BE%D0%B4%D0%B2%D0%B5%D1%81%D0%BA%D0%B8-%D0%BD%D0%B0-%D0%B7%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D0%BE-%D0%B7%D0%B0%D0%B4%D0%BD%D0%B5%D0%B3%D0%BE-%D0%B2%D0%B8%D0%B4%D0%B0-%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8F
2026-08-26	подвеска на зеркало в машину	search-f667a06f-56ba-4ba3-8c7b-c353ee83fccc	5	market.yandex.ru	marketplace	Подвеска в салон автомобиля на зеркало — купить по низкой...	https://market.yandex.ru/search?text=%D0%BF%D0%BE%D0%B4%D0%B2%D0%B5%D1%81%D0%BA%D0%B0%20%D0%B2%20%D1%81%D0%B0%D0%BB%D0%BE%D0%BD%20%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8F%20%D0%BD%D0%B0%20%D0%B7%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D0%BE
2026-08-26	подвеска на зеркало в машину	search-f667a06f-56ba-4ba3-8c7b-c353ee83fccc	6	market.yandex.ru	marketplace	Игрушки подвески на зеркало автомобиля — купить по низкой...	https://market.yandex.ru/search?text=%D0%B8%D0%B3%D1%80%D1%83%D1%88%D0%BA%D0%B8%20%D0%BF%D0%BE%D0%B4%D0%B2%D0%B5%D1%81%D0%BA%D0%B8%20%D0%BD%D0%B0%20%D0%B7%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D0%BE%20%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8F
2026-08-26	подвеска на зеркало в машину	search-f667a06f-56ba-4ba3-8c7b-c353ee83fccc	7	market.yandex.ru	marketplace	Подвесы на зеркало автомобиля — купить по низкой цене на...	https://market.yandex.ru/search?text=%D0%BF%D0%BE%D0%B4%D0%B2%D0%B5%D1%81%D1%8B%20%D0%BD%D0%B0%20%D0%B7%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D0%BE%20%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8F
2026-08-26	подвеска на зеркало в машину	search-f667a06f-56ba-4ba3-8c7b-c353ee83fccc	8	www.livemaster.ru	marketplace	Подвеска на зеркало в машину – купить на Ярмарке Мастеров	https://www.livemaster.ru/popular/84723-podveska-na-zerkalo-v-mashinu
2026-08-26	подвеска на зеркало в машину	search-f667a06f-56ba-4ba3-8c7b-c353ee83fccc	9	market.yandex.ru	marketplace	Автомобильная подвеска на зеркало — купить по низкой цене на...	https://market.yandex.ru/search?text=%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BF%D0%BE%D0%B4%D0%B2%D0%B5%D1%81%D0%BA%D0%B0%20%D0%BD%D0%B0%20%D0%B7%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D0%BE%20
2026-08-26	подвеска на зеркало в машину	search-f667a06f-56ba-4ba3-8c7b-c353ee83fccc	10	www.avito.ru	marketplace	подвеска на зеркало - Авито | Объявления во всех... | Авито	https://www.avito.ru/all?q=%D0%BF%D0%BE%D0%B4%D0%B2%D0%B5%D1%81%D0%BA%D0%B0+%D0%BD%D0%B0+%D0%B7%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D0%BE
2026-08-26	вегвизир	search-ab2de857-7959-4968-a9f3-8b5d75cc51b2	1	www.avito.ru	marketplace	вегвизир - Авито | Объявления в Москве: купить вещь, выбрать...	https://www.avito.ru/moskva?q=%D0%B2%D0%B5%D0%B3%D0%B2%D0%B8%D0%B7%D0%B8%D1%80
2026-08-26	вегвизир	search-ab2de857-7959-4968-a9f3-8b5d75cc51b2	2	market.yandex.ru	marketplace	Вегвизир — купить по низкой цене на Яндекс Маркете	https://market.yandex.ru/search?text=%D0%B2%D0%B5%D0%B3%D0%B2%D0%B8%D0%B7%D0%B8%D1%80
2026-08-26	вегвизир	search-ab2de857-7959-4968-a9f3-8b5d75cc51b2	3	www.avito.ru	marketplace	вегвизир - Авито | Объявления в Санкт-Петербурге: купить вещь...	https://www.avito.ru/sankt-peterburg?q=%D0%B2%D0%B5%D0%B3%D0%B2%D0%B8%D0%B7%D0%B8%D1%80
2026-08-26	вегвизир	search-ab2de857-7959-4968-a9f3-8b5d75cc51b2	4	ruyan-master.ru	informational	Компас Вегвизир - скандинавский рунический компас викингов...	https://ruyan-master.ru/stati/runicheskij-kompas-vegvizir
2026-08-26	вегвизир	search-ab2de857-7959-4968-a9f3-8b5d75cc51b2	5	tr-page.yandex.ru	informational	Вегвизир - Vegvísir - Википедия	https://tr-page.yandex.ru/translate?lang=en-ru&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FVegv%25C3%25ADsir
2026-08-26	вегвизир	search-ab2de857-7959-4968-a9f3-8b5d75cc51b2	6	market.yandex.ru	marketplace	Рунические компасы вегвизир - купить по низкой цене на Яндекс...	https://market.yandex.ru/category/runicheskiye-kompasy-vegvizir
2026-08-26	вегвизир	search-ab2de857-7959-4968-a9f3-8b5d75cc51b2	7	www.ozon.ru	marketplace	Вегвизир купить на OZON по низкой цене	https://www.ozon.ru/category/vegvizir/
2026-08-26	вегвизир	search-ab2de857-7959-4968-a9f3-8b5d75cc51b2	8	www.wildberries.ru	marketplace	Вигвизер - Купить в интернет магазине WildBerries.ru	https://www.wildberries.ru/catalog/tags/vigvizer
2026-08-26	вегвизир	search-ab2de857-7959-4968-a9f3-8b5d75cc51b2	9	pikabu.ru	informational	Вегвизир – указатель пути | Пикабу	https://pikabu.ru/story/vegvizir__ukazatel_puti_7241329
2026-08-26	вегвизир	search-ab2de857-7959-4968-a9f3-8b5d75cc51b2	10	www.livemaster.ru	marketplace	Вегвизир - купить в интернет-магазине уникальные товары ручной...	https://www.livemaster.ru/tag/item/3922597/vegvizir
2026-08-26	талисман знак зодиака	search-a59d7e42-69d4-4e10-9fcf-ff7108e6d415	1	market.yandex.ru	marketplace	Сувениры знаки зодиака - купить по низкой цене на Яндекс Маркете	https://market.yandex.ru/category/suveniry-znaki-zodiaka
2026-08-26	талисман знак зодиака	search-a59d7e42-69d4-4e10-9fcf-ff7108e6d415	2	www.alltime.ru	informational	Талисманы для знаков зодиака — как подобрать свой оберег по...	https://www.alltime.ru/blog/?page=post&blog=watchblog&post_id=talismany-po-znakam-zodiaka-kak-vybrat-svoy-obereg-po-date-rozhdeniya
2026-08-26	талисман знак зодиака	search-a59d7e42-69d4-4e10-9fcf-ff7108e6d415	3	www.wildberries.ru	marketplace	Амулеты для знака зодиака - Купить в интернет магазине...	https://www.wildberries.ru/catalog/tags/amulety-dlja-znaka-zodiaka
2026-08-26	талисман знак зодиака	search-a59d7e42-69d4-4e10-9fcf-ff7108e6d415	4	chronos.mg	informational	Талисманы знаков зодиака: как выбрать и активировать	https://chronos.mg/blog/talismany-znakov-zodiaka/
2026-08-26	талисман знак зодиака	search-a59d7e42-69d4-4e10-9fcf-ff7108e6d415	5	www.ozon.ru	marketplace	Оберег знак зодиака купить на OZON по низкой цене	https://www.ozon.ru/category/obereg-znak-zodiaka/
2026-08-26	талисман знак зодиака	search-a59d7e42-69d4-4e10-9fcf-ff7108e6d415	6	violet-jewelry-shop.ru	informational	Камни по знаку зодиака: как выбрать свой камень-талисман по...	https://violet-jewelry-shop.ru/blog/post/8-kamni-po-znaku-zodiaka-kak-vybrat-svoy-idealnyy-talisman-ot-violet
2026-08-26	талисман знак зодиака	search-a59d7e42-69d4-4e10-9fcf-ff7108e6d415	7	sunlight.net	independent_commerce	Подвески со знаком зодиака — купить недорого в каталоге с фото...	https://sunlight.net/catalog/podveski-so-znakom-zodiaka.html
2026-08-26	талисман знак зодиака	search-a59d7e42-69d4-4e10-9fcf-ff7108e6d415	8	dzen.ru	informational	Камни-талисманы для каждого знака зодиака | Дзен	https://dzen.ru/a/Z1beYFxfh3LPclpQ
2026-08-26	талисман знак зодиака	search-a59d7e42-69d4-4e10-9fcf-ff7108e6d415	9	v-kosmose.com	informational	Талисманы знаков зодиака	https://v-kosmose.com/znaki-zodiaka/talismanyi-znakov-zodiaka/
2026-08-26	талисман знак зодиака	search-a59d7e42-69d4-4e10-9fcf-ff7108e6d415	10	sunlight.net	informational	Талисманы по знаку зодиака: как подобрать оберег по дате...	https://sunlight.net/wiki/talismany-po-znaku-zodiaka-vybiraem-amulet-po-date-rozhdeniya.html/
2026-08-26	алатырь оберег	search-bd9baea9-119c-4ec2-93db-5302893f8996	1	www.wildberries.ru	marketplace	Символ алатырь - Купить в интернет магазине WildBerries.ru	https://www.wildberries.ru/catalog/tags/simvol-alatyrb
2026-08-26	алатырь оберег	search-bd9baea9-119c-4ec2-93db-5302893f8996	2	legenti.ru	informational	Оберег Алатырь: значение, сакральная сила и символика для...	https://legenti.ru/blog/obereg-alatyr-znachenie-sakralnaya-sila-i-simvolika
2026-08-26	алатырь оберег	search-bd9baea9-119c-4ec2-93db-5302893f8996	3	www.ozon.ru	marketplace	Подвеска алатырь купить на OZON по низкой цене	https://www.ozon.ru/category/podveska-alatyr/
2026-08-26	алатырь оберег	search-bd9baea9-119c-4ec2-93db-5302893f8996	4	www.livemaster.ru	marketplace	Алатырь серебро - купить в интернет-магазине уникальные...	https://www.livemaster.ru/tag/item/3541631/alatyr-serebro
2026-08-26	алатырь оберег	search-bd9baea9-119c-4ec2-93db-5302893f8996	5	slavyanskieoberegi.ru	independent_commerce	Обереги Алатырь – в Мастерской Ярило	https://slavyanskieoberegi.ru/product-category/slavyanskie-oberegi-masterskoj-yarilo/oberegi-alatyr/
2026-08-26	алатырь оберег	search-bd9baea9-119c-4ec2-93db-5302893f8996	6	www.livemaster.ru	marketplace	Оберег алатырь – купить на Ярмарке Мастеров	https://www.livemaster.ru/popular/80167-obereg-alatyr
2026-08-26	алатырь оберег	search-bd9baea9-119c-4ec2-93db-5302893f8996	7	vk.ru	informational	Алатырь – звезда с восемью вершинами. Этот древнейший...	https://vk.ru/wall-49700188_48476
2026-08-26	алатырь оберег	search-bd9baea9-119c-4ec2-93db-5302893f8996	8	market.yandex.ru	marketplace	Оберег звезда Алатырь — купить по низкой цене на Яндекс...	https://market.yandex.ru/search?text=%D0%9E%D0%B1%D0%B5%D1%80%D0%B5%D0%B3%20%D0%B7%D0%B2%D0%B5%D0%B7%D0%B4%D0%B0%20%D0%90%D0%BB%D0%B0%D1%82%D1%8B%D1%80%D1%8C
2026-08-26	алатырь оберег	search-bd9baea9-119c-4ec2-93db-5302893f8996	9	market.yandex.ru	marketplace	Алатырь оберег — купить по низкой цене на Яндекс Маркете	https://market.yandex.ru/search?text=%D0%B0%D0%BB%D0%B0%D1%82%D1%8B%D1%80%D1%8C%20%D0%BE%D0%B1%D0%B5%D1%80%D0%B5%D0%B3
2026-08-26	алатырь оберег	search-bd9baea9-119c-4ec2-93db-5302893f8996	10	dzen.ru	informational	Алатырь: символ внутренней опоры или красивый знак для... | Дзен	https://dzen.ru/a/aj0dxfOqTyVci6xz
2026-08-26	оберег велес	search-de6f1c2c-d7c3-406a-84ad-a2a43a3bbe1d	1	www.ozon.ru	marketplace	Обереги символ велеса купить на OZON по низкой цене	https://www.ozon.ru/category/oberegi-simvol-velesa/
2026-08-26	оберег велес	search-de6f1c2c-d7c3-406a-84ad-a2a43a3bbe1d	2	www.wildberries.ru	marketplace	Обереги символ велеса - Купить в интернет магазине WildBerries.ru	https://www.wildberries.ru/catalog/tags/oberegi-simvol-velesa
2026-08-26	оберег велес	search-de6f1c2c-d7c3-406a-84ad-a2a43a3bbe1d	3	slavyanskieoberegi.ru	independent_commerce	Символы Велеса и его печати волка и медведя – в Мастерской...	https://slavyanskieoberegi.ru/product-category/slavyanskie-oberegi-masterskoj-yarilo/simvoly-velesa-i-ego-pechati-volka-i-medvedya/
2026-08-26	оберег велес	search-de6f1c2c-d7c3-406a-84ad-a2a43a3bbe1d	4	www.livemaster.ru	marketplace	Велес серебро - купить в интернет-магазине уникальные товары...	https://www.livemaster.ru/tag/item/3275715/veles-serebro
2026-08-26	оберег велес	search-de6f1c2c-d7c3-406a-84ad-a2a43a3bbe1d	5	www.alltime.ru	informational	Оберег Велеса — что значит этот знак и символ у славян...	https://www.alltime.ru/blog/?page=post&blog=watchblog&post_id=obereg-velesa-znachenie-znaka
2026-08-26	оберег велес	search-de6f1c2c-d7c3-406a-84ad-a2a43a3bbe1d	6	veles.bz	independent_commerce	Оберег Велес | Каталог	https://veles.bz/catalog/obereg-veles
2026-08-26	оберег велес	search-de6f1c2c-d7c3-406a-84ad-a2a43a3bbe1d	7	www.wildberries.ru	marketplace	Славянский оберег "символ Велеса", 3,5 г	https://www.wildberries.ru/catalog/70518844/detail.aspx
2026-08-26	оберег велес	search-de6f1c2c-d7c3-406a-84ad-a2a43a3bbe1d	8	dommagii.com	independent_commerce	Купить подвеску Славянский оберег Символ Велеса из серебра...	https://dommagii.com/simvol-velesa
2026-08-26	оберег велес	search-de6f1c2c-d7c3-406a-84ad-a2a43a3bbe1d	9	slavyanskieoberegi.ru	hybrid_commerce_info	Печать велеса	https://slavyanskieoberegi.ru/slavyanskie-oberegi/pechat-velesa/
2026-08-26	оберег велес	search-de6f1c2c-d7c3-406a-84ad-a2a43a3bbe1d	10	simvolroda.ru	independent_commerce	Велес :: Славянские обереги и чертоги ручной работы.	https://simvolroda.ru/catalog/veles/
2026-08-26	подарок мужчине в машину	search-2e6f5d82-da75-4421-add8-8ffa0b880b20	1	www.ozon.ru	marketplace	Аксессуары для автомобиля в подарок мужчине купить на OZON...	https://www.ozon.ru/category/aksessuary-dlya-avtomobilya-v-podarok-muzhchine/
2026-08-26	подарок мужчине в машину	search-2e6f5d82-da75-4421-add8-8ffa0b880b20	2	www.avito.ru	marketplace	подарок мужчине автолюбителю - Авито | Объявления во... | Авито	https://www.avito.ru/all?q=%D0%BF%D0%BE%D0%B4%D0%B0%D1%80%D0%BE%D0%BA+%D0%BC%D1%83%D0%B6%D1%87%D0%B8%D0%BD%D0%B5+%D0%B0%D0%B2%D1%82%D0%BE%D0%BB%D1%8E%D0%B1%D0%B8%D1%82%D0%B5%D0%BB%D1%8E
2026-08-26	подарок мужчине в машину	search-2e6f5d82-da75-4421-add8-8ffa0b880b20	3	www.wildberries.ru	marketplace	В машину подарок мужу - Купить в интернет магазине WildBerries.ru	https://www.wildberries.ru/catalog/tags/v-mashinu-podarok-muzhu
2026-08-26	подарок мужчине в машину	search-2e6f5d82-da75-4421-add8-8ffa0b880b20	4	poryadok.ru	independent_commerce	Подарки автомобилисту - купить оригинальные и недорогие...	https://poryadok.ru/gifts/podarki-avtomobilistu/
2026-08-26	подарок мужчине в машину	search-2e6f5d82-da75-4421-add8-8ffa0b880b20	5	market.yandex.ru	marketplace	Аксессуары для машины в подарок мужчине - купить по низкой...	https://market.yandex.ru/category/aksessuary-dlya-mashiny-v-podarok-muzhchine
2026-08-26	подарок мужчине в машину	search-2e6f5d82-da75-4421-add8-8ffa0b880b20	6	market.yandex.ru	marketplace	Подарок автолюбителю — купить по низкой цене на Яндекс Маркете	https://market.yandex.ru/search?text=%D0%BF%D0%BE%D0%B4%D0%B0%D1%80%D0%BE%D0%BA%20%D0%B0%D0%B2%D1%82%D0%BE%D0%BB%D1%8E%D0%B1%D0%B8%D1%82%D0%B5%D0%BB%D1%8E
2026-08-26	подарок мужчине в машину	search-2e6f5d82-da75-4421-add8-8ffa0b880b20	7	www.sima-land.ru	independent_commerce	Подарки и сувениры для автомобилиста — купить оптом...	https://www.sima-land.ru/podarki-dlya-avtomobilistov/
2026-08-26	подарок мужчине в машину	search-2e6f5d82-da75-4421-add8-8ffa0b880b20	8	colapsar.ru	independent_commerce	Подарок в машину мужчине и мужу на день рождения, купить...	https://colapsar.ru/catalog/podarok_v_mashinu/
2026-08-26	подарок мужчине в машину	search-2e6f5d82-da75-4421-add8-8ffa0b880b20	9	market.yandex.ru	marketplace	Наборы для автомобилиста в подарок мужчине на день рождения...	https://market.yandex.ru/search?text=%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D0%B8%D1%81%D1%82%D0%B0%20%D0%B2%20%D0%BF%D0%BE%D0%B4%D0%B0%D1%80%D0%BE%D0%BA%20%D0%BC%D1%83%D0%B6%D1%87%D0%B8%D0%BD%D0%B5%20%D0%BD%D0%B0%20%D0%B4%D0%B5%D0%BD%D1%8C%20%D1%80%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F
2026-08-26	подарок мужчине в машину	search-2e6f5d82-da75-4421-add8-8ffa0b880b20	10	hasvik.ru	informational	ТОП‑20 полезных подарков автолюбителю — идеи на любой...	https://hasvik.ru/blog/luchshiye-idei-podarkov-dlya-muzhchiny-avtolyubitelya-chto-mozhno-podarit-v-mashinu/
2026-08-26	подарок автомобилисту	search-70e6be3e-d119-41d3-9657-ec6f48d993be	1	www.ozon.ru	marketplace	Подарок автолюбителю купить на OZON по низкой цене	https://www.ozon.ru/category/podarok-avtolyubitelyu/
2026-08-26	подарок автомобилисту	search-70e6be3e-d119-41d3-9657-ec6f48d993be	2	www.wildberries.ru	marketplace	Подарок автомобилисту мужчине на день рождения - Купить...	https://www.wildberries.ru/catalog/tags/podarok-avtomobilistu-muzhczine-na-denb-rozhdenija
2026-08-26	подарок автомобилисту	search-70e6be3e-d119-41d3-9657-ec6f48d993be	3	gifts.ru	independent_commerce	Подарки автомобилисту | Купить подарок на день...	https://gifts.ru/catalog/podarki-avtomobilistu
2026-08-26	подарок автомобилисту	search-70e6be3e-d119-41d3-9657-ec6f48d993be	4	colapsar.ru	independent_commerce	Подарок в машину мужчине и мужу на день рождения, купить...	https://colapsar.ru/catalog/podarok_v_mashinu/
2026-08-26	подарок автомобилисту	search-70e6be3e-d119-41d3-9657-ec6f48d993be	5	www.kp.ru	informational	50+ идей, что подарить автомобилисту: список оригинальных...	https://www.kp.ru/expert/podarki/chto-podarit-avtomobilistu/
2026-08-26	подарок автомобилисту	search-70e6be3e-d119-41d3-9657-ec6f48d993be	6	poryadok.ru	independent_commerce	Подарки автомобилисту - купить оригинальные и недорогие...	https://poryadok.ru/gifts/podarki-avtomobilistu/
2026-08-26	подарок автомобилисту	search-70e6be3e-d119-41d3-9657-ec6f48d993be	7	market.yandex.ru	marketplace	Аксессуары для машины в подарок мужчине - купить по низкой...	https://market.yandex.ru/category/aksessuary-dlya-mashiny-v-podarok-muzhchine
2026-08-26	подарок автомобилисту	search-70e6be3e-d119-41d3-9657-ec6f48d993be	8	market.yandex.ru	marketplace	Подарок автолюбителю — купить по низкой цене на Яндекс Маркете	https://market.yandex.ru/search?text=%D0%BF%D0%BE%D0%B4%D0%B0%D1%80%D0%BE%D0%BA%20%D0%B0%D0%B2%D1%82%D0%BE%D0%BB%D1%8E%D0%B1%D0%B8%D1%82%D0%B5%D0%BB%D1%8E
