schema_version,measurement_id,observation_id,source_type,evidence_mode,observation_kind,root_query_id,root_query_text,observed_at,observed_at_precision,region,region_status,device,device_status,conversation_context,answer_present,answer_status,answer_snapshot,source_domain,source_url,source_page_type,source_order_displayed,fanout_text,fanout_status,raw_ref,source_ref,record_status,notes
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_answer_0001,ALICE_INPUT,OBSERVED,alice_answer,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,YES,MEASURED,"Entity/history/meaning answer: Icelandic galdrastaf, etymology, Huld manuscript 1860, explicit non-Viking-age correction, purpose as path-finding symbol, visual form, modern use, scientific caveat.",,,,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,"Browser URLs expose lr=11202; human-readable geography unresolved; do not relabel as API region 225."
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_source_0012,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,elarus.ru,https://elarus.ru/blog/runicheskiy-kompas/,independent_commerce_content,11,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_sources_complete_0013,ALICE_SOURCE,OBSERVED,alice_sources_panel_complete,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,,,,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,"Alice explicitly displayed 11 sources and all 11 exact URLs were captured. Fan-out NOT_OBSERVED."
1.1,m_alice_20260826_67a95130_chat,o_alice_20260826_67a95130_chat_answer_0001,ALICE_INPUT,OBSERVED,alice_answer,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,STANDALONE_CONSUMER_CHAT,YES,MEASURED,"Standalone answer independently emphasizes what Vegvísir is, Huld manuscript 1860, absence from Viking-age evidence, difference from Ægishjálmur, literal vs modern metaphorical use, and non-compass caveat.",,,,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__consumer_chat.md,,VALID,"Second consumer surface for same exact input; source panel screenshot not proven complete."
1.1,m_alice_20260826_67a95130_chat,o_alice_20260826_67a95130_chat_source_0002,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,STANDALONE_CONSUMER_CHAT,,,,zevira.ru,,independent_commerce_content,1,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__consumer_chat.md,,VALID,"Exact URL not captured in screenshot."
1.1,m_alice_20260826_67a95130_chat,o_alice_20260826_67a95130_chat_source_0003,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,STANDALONE_CONSUMER_CHAT,,,,vk.ru,,social,2,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__consumer_chat.md,,VALID,"Exact URL not captured in screenshot."
1.1,m_alice_20260826_67a95130_chat,o_alice_20260826_67a95130_chat_source_0004,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,STANDALONE_CONSUMER_CHAT,,,,en.wikipedia.org,,reference,3,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__consumer_chat.md,,VALID,"Exact URL not captured in screenshot."
1.1,m_alice_20260826_67a95130_chat,o_alice_20260826_67a95130_chat_source_0005,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,STANDALONE_CONSUMER_CHAT,,,,bikerringshop.com,,independent_commerce_content,4,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__consumer_chat.md,,VALID,"Exact URL not captured in screenshot."
1.1,m_alice_20260826_67a95130_chat,o_alice_20260826_67a95130_chat_source_0006,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,STANDALONE_CONSUMER_CHAT,,,,pikabu.ru,,media_community,5,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__consumer_chat.md,,VALID,"Exact URL not captured in screenshot."
1.1,m_alice_20260826_67a95130_chat,o_alice_20260826_67a95130_chat_source_0007,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,STANDALONE_CONSUMER_CHAT,,,,m.vk.ru,,social,6,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__consumer_chat.md,,VALID,"Exact URL not captured in screenshot."
1.1,m_alice_20260826_67a95130_chat,o_alice_20260826_67a95130_chat_source_0008,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,STANDALONE_CONSUMER_CHAT,,,,pikabu.ru,,media_community,7,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__consumer_chat.md,,VALID,"Exact URL not captured in screenshot."
1.1,m_alice_20260826_67a95130_chat,o_alice_20260826_67a95130_chat_sources_complete_0009,ALICE_SOURCE,OBSERVED,alice_sources_panel_complete,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,STANDALONE_CONSUMER_CHAT,,,,,,,,,NOT_OBSERVED,marketing/data/raw/alice/20260826__vegvizir__consumer_chat.md,,VALID,"7 readable source rows observed; panel completeness NOT_CONFIRMED."
