sku	cluster_id	query_or_concept	relevance_state	title_coverage	offer_id_coverage	attribute_coverage	description_coverage	best_existing_evidence	gap_state	notes
1602715556	USE::car_mirror	зеркало	GENERIC_RELEVANT	EXACT_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:EXACT_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	зеркало иг	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	UNCLEAR::38ea3863b2	коловрат	AMBIGUOUS_HOLD	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	CLASS::amulet_pendant	коловрат подвеска	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	UNCLEAR::2627194dcc	красный самурайский	AMBIGUOUS_HOLD	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	кулон на зеркало в машину	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	машинки с подвеской	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	оберег в машину	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	оберег в машину мужской	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::protection	обереги	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	подвеска в машину	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	подвеска в машину на зеркало	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	подвеска в машину обезьяна из дорамы	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	подвеска зеркало оберег	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	подвеска из дерева в машину	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	подвеска на зеркало в машину	GENERIC_RELEVANT	EXACT_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:EXACT_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	CLASS::amulet_pendant	подвеска руна	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	подвески на зеркало	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	UNCLEAR::0af3e6e132	самурай	AMBIGUOUS_HOLD	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	CLASS::amulet_pendant	самурайские аксессуары	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::protection	самурайский оберег	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	UNCLEAR::48140aeebc	самурайский стиль	AMBIGUOUS_HOLD	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	UNCLEAR::1360c07194	самурая на голову	AMBIGUOUS_HOLD	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::protection	талисман	GENERIC_RELEVANT	EXACT_PRESENT	EXACT_PRESENT	EXACT_PRESENT	EXACT_PRESENT	title_n:EXACT_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::protection	талисман из дерева	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::protection	талисман японский	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602715556	CLASS::beads	четки	GENERIC_RELEVANT	SEMANTIC_PRESENT	EXACT_PRESENT	EXACT_PRESENT	EXACT_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	четки в автомобиль	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	четки в машину	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	четки в машину на зеркало	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602715556	USE::car_mirror	четки на зеркало в машину	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	CLASS::amulet_pendant	амулет	GENERIC_RELEVANT	EXACT_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	EXACT_PRESENT	title_n:EXACT_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	амулет в автомобиль	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::protection	амулет оберег	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	CLASS::amulet_pendant	амулет подвеска грифон	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	CLASS::amulet_pendant	амулет подвеска кришна	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	амулет руна в машину	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	CLASS::amulet_pendant	амулеты	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::protection	амулеты обереги	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::protection	амулеты обереги и талисманы	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	UNCLEAR::9b7f5f708c	атрибуты с российской символикой	AMBIGUOUS_HOLD	ABSENT	ABSENT	PARTIAL_PRESENT	PARTIAL_PRESENT	attr_n:PARTIAL_PRESENT	GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	ботвеска в машине	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	VARIANT::ужаса	браслет мужской с шлем ужаса	EXACT_PRODUCT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	title_n:PARTIAL_PRESENT	PARTIAL_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	VARIANT::ужаса	браслет шлем ужаса серебро	EXACT_PRODUCT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	title_n:PARTIAL_PRESENT	PARTIAL_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	брелок на зеркало в машину ссср скилет	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	брелок на зеркало в машину фемида	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	брелок у машину byd на зерколо	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	VARIANT::ужаса	бусина шлем ужаса	EXACT_PRODUCT	PARTIAL_PRESENT	PARTIAL_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:PARTIAL_PRESENT	PARTIAL_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	UNCLEAR::b2e5942dcd	бусины диаметр 1 см	AMBIGUOUS_HOLD	ABSENT	ABSENT	PARTIAL_PRESENT	PARTIAL_PRESENT	attr_n:PARTIAL_PRESENT	GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	бусины для подвески на зеркало в машину	GENERIC_RELEVANT	ABSENT	ABSENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	attr_n:SEMANTIC_PRESENT	GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	в машину авулет	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	в машину на зеркало	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	в машину на зеркало оберег	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	зеркало	GENERIC_RELEVANT	EXACT_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	EXACT_PRESENT	title_n:EXACT_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	VARIANT::шлем	зеркало на шлем	EXACT_PRODUCT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	зеркальный оберег	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	VARIANT::шлем	зеркальце на шлем	EXACT_PRODUCT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	title_n:PARTIAL_PRESENT	PARTIAL_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	VARIANT::шлем	кому в шлем	EXACT_PRODUCT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	title_n:PARTIAL_PRESENT	PARTIAL_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::protection	магический амулет , оберег	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	на зеркало подвеска автомобиля	GENERIC_RELEVANT	ABSENT	ABSENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	attr_n:SEMANTIC_PRESENT	GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	UNCLEAR::6b5297fb6c	набор	AMBIGUOUS_HOLD	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	оберег в машину	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	оберег зеркало на шею	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	оберег с зеркалом	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::protection	обереги	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::protection	обереги и талисманы	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	подвеска амулет аллах в авто	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	подвеска в автобус на зеркало ввс	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	подвеска в машину	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	подвеска в машину на зеркало lron maiden	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	подвеска в машину на зеркало а	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	подвеска в машину на зеркало белджи	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	подвеска в машину оберег на зеркало	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	подвеска на зеркало авто уголовный розыск в машину	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	подвеска на зеркало в машину	GENERIC_RELEVANT	EXACT_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	EXACT_PRESENT	title_n:EXACT_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::car_mirror	подвеска на зеркало деревянная	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	UNCLEAR::96869e4e1c	руны	AMBIGUOUS_HOLD	ABSENT	ABSENT	EXACT_PRESENT	EXACT_PRESENT	attr_n:EXACT_PRESENT	GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::protection	талисман	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	EXACT_PRESENT	EXACT_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	USE::protection	талисманы и обереги	GENERIC_RELEVANT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	VARIANT::шлем	шлем	EXACT_PRODUCT	EXACT_PRESENT	EXACT_PRESENT	EXACT_PRESENT	EXACT_PRESENT	title_n:EXACT_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	VARIANT::шлем	шлем брелок на	EXACT_PRODUCT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	title_n:PARTIAL_PRESENT	PARTIAL_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	VARIANT::ужаса	шлем ужаса	EXACT_PRODUCT	EXACT_PRESENT	EXACT_PRESENT	EXACT_PRESENT	EXACT_PRESENT	title_n:EXACT_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	VARIANT::ужаса	шлем ужаса подвеска	EXACT_PRODUCT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	NO_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	VARIANT::ужаса	шлем ужаса серебро	EXACT_PRODUCT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	title_n:PARTIAL_PRESENT	PARTIAL_GAP	Content coverage only; no Ozon ranking-weight claim.
1602717077	VARIANT::ужаса	шлем ужаса шарм	EXACT_PRODUCT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	PARTIAL_PRESENT	title_n:PARTIAL_PRESENT	PARTIAL_GAP	Content coverage only; no Ozon ranking-weight claim.
1602722942	USE::car_mirror	авто подвески на зеркало	GENERIC_RELEVANT	SEMANTIC_PRESENT	ABSENT	SEMANTIC_PRESENT	SEMANTIC_PRESENT	title_n:SEMANTIC_PRESENT	GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602722942	VARIANT::компас	акомпас в тысячных	AMBIGUOUS_HOLD	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602722942	USE::car_mirror	акриловая бусина машинка	GENERIC_RELEVANT	ABSENT	ABSENT	PARTIAL_PRESENT	PARTIAL_PRESENT	attr_n:PARTIAL_PRESENT	GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602722942	USE::car_mirror	акриловая подвеска в машину на зеркало	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602722942	CLASS::amulet_pendant	амулет	GENERIC_RELEVANT	EXACT_PRESENT	ABSENT	EXACT_PRESENT	EXACT_PRESENT	title_n:EXACT_PRESENT	GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602722942	USE::car_mirror	амулет зеркальная защита	GENERIC_RELEVANT	ABSENT	ABSENT	PARTIAL_PRESENT	PARTIAL_PRESENT	attr_n:PARTIAL_PRESENT	GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602722942	USE::protection	амулет от сглаза	GENERIC_RELEVANT	ABSENT	ABSENT	EXACT_PRESENT	SEMANTIC_PRESENT	attr_n:EXACT_PRESENT	GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
1602722942	CLASS::amulet_pendant	амулет руны	GENERIC_RELEVANT	ABSENT	ABSENT	ABSENT	ABSENT		GAP_PRESENT	Content coverage only; no Ozon ranking-weight claim.
